EnrolmentID,IdNumber,Age,Age_CourseStart,AllCourseID,AnnualStartDate,AnnualEndDate,EnrolledOnDate,ClassSize,DisabilityCode,EthnicityCode,FE,FT,GenderCode,HasChildcareFund,HasHardshipFund,HE,HoursPerWeek,LengthOfCourse,MaritalStatusCode,MoACode,NumberOfWeeks,PlannedLearningHours,PT,ScqfLevelCode,ReligionCode,SexualOrientationCode,SIMD_Rank,PI_1,AttendanceRate,AuthAbsenseRate,AbsenseRate
1222687,0716480,26,24,HO1A,2021-08-26 00:00:00,2022-06-11 00:00:00,2021-09-02 00:00:00,14,01,10,Y,N,M,0,0,N,0,1,4,12,34,160,Y,06,01,6,400,Completed: Successful,,,
1222689,1869630,36,34,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,36,01,10,N,Y,F,0,0,Y,0,1,3,17,36,720,N,07,01,1,519,Early Withdrawal,0,0,1
1222690,2150154,19,17,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,24,01,10,Y,Y,M,0,0,N,0,1,4,17,36,720,N,05,01,1,2973,Further Withdrawal,0.4643,0.5357,0.5357
1222691,1863040,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,36,02,10,N,Y,F,0,0,Y,0,1,4,17,36,720,N,07,01,1,4207,Completed: Successful,0.770825,0,0.229175
1222697,1896404,19,17,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,18,01,10,N,Y,M,0,0,Y,0,2,4,17,36,600,N,08,11,1,1682,Further Withdrawal,0.846166,0,0.153833
1222698,2146610,18,15,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,23,02,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,05,01,4,5155,Completed: Successful,0.8631,0.1369,0.1369
1222702,1901727,27,25,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,20,01,14,Y,Y,M,0,0,N,0,1,3,17,36,720,N,05,01,1,1307,Further Withdrawal,0.733333,0,0.244433
1222703,2150139,35,33,SF1A,2021-09-20 00:00:00,2022-05-27 00:00:00,2021-09-02 00:00:00,18,01,10,N,Y,F,1,0,Y,22,2,3,17,29,640,N,10,01,1,1312,Completed: Successful,1,0,0
1222715,1896905,43,41,PJ1A,2021-08-01 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,0,01,10,Y,N,M,0,0,N,8,1,4,08,37,80,Y,04,11,6,4935,Completed: Successful,,,
1222722,2040054,38,36,PJ1A,2021-08-01 00:00:00,2022-06-24 00:00:00,2021-09-02 00:00:00,0,01,98,Y,N,M,0,0,N,8,1,4,08,37,80,Y,04,11,6,4935,Completed: Successful,,,
1222723,0718072,26,24,BE1A,2021-09-21 00:00:00,2021-11-30 00:00:00,2021-09-02 00:00:00,0,01,10,Y,N,F,0,0,N,40,1,3,09,9,360,Y,06,01,1,6077,Completed: Successful,1,0,0
1222724,2151925,44,42,SD1G,2021-08-31 00:00:00,2021-09-10 00:00:00,2021-09-02 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,4,42,Y,07,01,1,2758,Completed: Successful,1,0,0
1222725,L980006988,47,44,HF1A,2021-08-23 00:00:00,2022-06-03 00:00:00,2021-09-02 00:00:00,15,01,31,Y,Y,M,0,0,N,20,3,1,17,34,720,N,05,01,1,6337,Completed: Successful,0.696025,0,0.303975
1222726,2151926,26,24,SD1G,2021-08-31 00:00:00,2021-09-10 00:00:00,2021-09-02 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,4,42,Y,07,11,6,6741,Completed: Successful,1,0,0
1222727,2151927,52,49,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,10,01,10,Y,N,M,0,0,N,12,1,4,08,38,240,Y,05,11,6,2802,Completed: Successful,,,
1222728,2151929,32,29,SD1G,2021-08-31 00:00:00,2021-09-10 00:00:00,2021-09-02 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,4,07,4,42,Y,07,11,6,6606,Completed: Successful,1,0,0
1222729,2151943,25,23,SD1G,2021-08-31 00:00:00,2021-09-10 00:00:00,2021-09-02 00:00:00,0,01,10,N,N,M,0,0,Y,0,1,3,07,4,42,Y,07,01,1,6057,Completed: Successful,1,0,0
1222730,2048767,38,36,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,10,01,98,Y,N,M,0,0,N,12,1,4,08,38,240,Y,05,11,6,2211,Completed: Successful,,,
1222732,2151977,40,38,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,5643,Completed: Successful,,,
1222733,2151964,57,55,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,10,01,10,Y,N,F,0,0,N,12,1,4,08,38,240,Y,05,11,6,1227,Completed: Successful,,,
1222735,2151977,40,38,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,5643,Completed: Successful,,,
1222737,2151980,46,44,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,2256,Completed: Successful,,,
1222739,2151980,46,44,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,2256,Completed: Successful,,,
1222741,2151982,43,41,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,2954,Completed: Successful,,,
1222743,2151982,43,41,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,2954,Completed: Successful,,,
1222745,2151983,38,35,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,3740,Completed: Successful,,,
1222747,2151983,38,35,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,3740,Completed: Successful,,,
1222749,2151984,59,56,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,4756,Completed: Successful,,,
1222751,2151984,59,56,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,4756,Completed: Successful,,,
1222753,2151985,33,31,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,5406,Completed: Successful,,,
1222755,2151985,33,31,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,5406,Completed: Successful,,,
1222757,2152009,28,25,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,2994,Completed: Successful,,,
1222759,2152009,28,25,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,2994,Completed: Successful,,,
1222760,1625158,56,54,HO1A,2021-08-25 00:00:00,2022-07-31 00:00:00,2021-09-02 00:00:00,0,01,10,N,N,F,0,0,Y,0,1,4,09,37,50,Y,11,01,1,6885,Completed: Successful,,,
1222761,2029733,21,19,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,37,01,10,N,Y,M,0,0,Y,0,1,3,17,36,600,N,07,04,1,6575,Completed: Successful,1,0,0
1222762,0715313,26,24,HE1A,2021-08-25 00:00:00,2022-06-30 00:00:00,2021-09-02 00:00:00,22,01,10,Y,N,F,0,0,N,0,1,3,16,27,18,Y,05,01,1,5806,Completed: Successful,1,0,0
1222763,2047663,18,15,BD1A,2021-08-25 00:00:00,2022-05-24 00:00:00,2021-08-24 00:00:00,5,01,10,Y,N,M,0,0,N,13,2,3,07,39,500,Y,06,01,1,4299,Completed: Partial Success,0.75,0.083333,0.25
1222764,1989408,25,22,FI1A,2021-08-30 00:00:00,2022-06-11 00:00:00,2021-09-03 00:00:00,10,09,10,N,N,F,0,0,Y,0,1,4,08,52,40,Y,07,01,1,3226,Further Withdrawal,0.57145,0.214275,0.42855
1222770,1514927,19,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,02,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,6,4980,Further Withdrawal,0.5,0,0.5
1222772,2152189,29,26,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,4684,Completed: Successful,,,
1222774,2152189,29,26,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,8,01,98,Y,N,M,0,0,N,1,1,4,08,38,28,Y,05,11,6,4684,Completed: Successful,,,
1222775,1515671,19,17,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,09,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,6,4910,Early Withdrawal,0.375,0,0.625
1222776,1646720,18,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,31,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,01,6,2213,Completed: Partial Success,0.375,0,0.625
1222778,2152190,54,51,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,2598,Completed: Successful,,,
1222780,2152190,54,51,BP1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,8,01,98,Y,N,F,0,0,N,1,1,4,08,38,28,Y,05,11,6,2598,Completed: Successful,,,
1222781,2152193,18,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,09,11,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,"",4347,Completed: Partial Success,0.875,0,0.125
1222782,2146084,17,15,SP1A,2021-08-24 00:00:00,2022-05-27 00:00:00,2021-09-03 00:00:00,16,01,10,Y,N,M,0,0,N,7,1,4,08,36,240,Y,05,01,6,2113,Completed: Partial Success,1,0,0
1222783,1517394,19,17,BP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,28,01,10,Y,N,F,0,0,N,4,1,3,08,40,160,Y,05,11,1,3023,Completed: Successful,0.833333,0,0.166666
1222784,L000092473,33,31,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,23,01,10,Y,Y,M,0,1,N,0,1,4,17,36,720,N,06,01,1,3792,Early Withdrawal,0.2265,0.15385,0.7735
1222785,1997068,32,29,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,10,09,10,N,Y,F,0,1,Y,0,2,4,17,36,600,N,08,01,1,2663,Completed: Successful,1,0,0
1222788,2025346,18,15,SP1A,2021-08-24 00:00:00,2022-05-27 00:00:00,2021-09-03 00:00:00,16,99,10,Y,N,F,0,0,N,8,1,4,08,29,240,Y,04,11,1,1106,Completed: Successful,0.875,0,0.125
1222791,2150275,21,19,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,25,01,10,N,Y,F,0,0,Y,0,1,3,17,36,600,N,07,01,1,1316,Further Withdrawal,0.726925,0.2154,0.273075
1222792,1857977,41,38,HF1B,2021-09-13 00:00:00,2022-05-27 00:00:00,2021-09-03 00:00:00,23,01,10,N,Y,M,0,0,Y,0,1,4,17,30,600,N,09,01,1,2759,Early Withdrawal,0.3333,0,0.6667
1222793,1502727,30,28,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,34,01,10,N,Y,M,0,1,Y,0,1,3,17,36,600,N,07,01,1,2569,Completed: Successful,1,0,0
1222796,2150770,20,17,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,24,01,15,Y,Y,F,0,1,N,16,1,4,17,40,640,N,05,01,1,469,Completed: Successful,0.104166,0.895833,0.895833
1222798,1767918,18,16,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,19,01,10,Y,Y,M,0,0,N,0,1,3,17,36,720,N,06,11,1,314,Completed: Partial Success,0.80172,0,0.19828
1222799,1742225,20,18,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,19,01,10,Y,Y,M,0,1,N,0,1,4,17,36,720,N,06,01,1,328,Completed: Successful,0.687325,0.29415,0.312675
1222800,1647447,21,19,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,23,01,31,Y,Y,M,0,0,N,0,1,4,17,36,720,N,05,01,1,2497,Completed: Successful,1,0,0
1222803,1917818,21,19,FI1A,2021-08-30 00:00:00,2022-06-11 00:00:00,2021-09-03 00:00:00,35,01,14,N,N,M,0,0,Y,0,1,3,08,52,40,Y,07,04,1,2055,Completed: Successful,1,0,0
1222806,2148692,43,41,BF1A,2021-09-20 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,21,01,16,Y,Y,F,0,0,N,18,1,1,17,33,720,N,07,09,1,6303,Further Withdrawal,,,
1222807,2036214,20,18,SF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,27,01,10,Y,Y,M,0,0,N,0,1,3,17,36,720,N,05,01,1,3202,Completed: Successful,0.9643,0,0.0357
1222808,1904532,21,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,37,01,10,Y,Y,F,0,0,N,16,1,3,17,40,640,N,06,01,1,940,Further Withdrawal,0.681825,0.022725,0.318175
1222810,2150044,30,28,BE1A,2021-08-30 00:00:00,2022-06-15 00:00:00,2021-09-03 00:00:00,17,01,10,N,N,M,0,0,Y,0,1,3,09,34,80,Y,07,11,1,2569,Completed: Partial Success,1,0,0
1222812,1514986,19,17,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,09,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,6,2918,Completed: Successful,0.75,0,0.25
1222814,2152207,18,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,1,3433,Completed: Partial Success,0.953125,0,0
1222815,2148625,18,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,02,1,3433,Completed: Partial Success,0.826391,0,0.166666
1222817,1515302,19,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,09,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,6,3608,Further Withdrawal,0.625,0,0.375
1222818,2145402,18,15,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,04,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,"",4347,Completed: Partial Success,0.5625,0,0.4375
1222825,6003769,51,49,LF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,20,99,10,Y,Y,F,0,0,N,16,1,3,17,40,640,N,05,01,1,1299,Completed: Successful,0.95862,0,0.04138
1222833,1773260,20,17,SF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,16,01,10,Y,Y,M,0,0,N,18,1,3,17,40,720,N,04,01,1,882,Early Withdrawal,0.428175,0,0.571825
1222835,1508900,18,16,SB1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,14,01,10,Y,Y,M,0,0,N,0,4,3,17,28,720,N,06,01,1,698,Completed: Successful,1,0,0
1222836,2030333,25,23,HE1A,2021-08-25 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,0,01,10,N,N,F,0,0,Y,0,1,3,16,17,120,Y,08,01,1,6651,Completed: Successful,1,0,0
1222838,2027342,21,18,SB1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,14,01,10,Y,Y,M,0,0,N,0,4,4,17,28,720,N,06,01,1,4910,Completed: Successful,1,0,0
1222839,1863782,22,19,SB1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,14,01,10,Y,Y,M,0,0,N,0,4,3,17,28,720,N,06,01,1,1144,Completed: Successful,1,0,0
1222845,1886498,52,50,PG1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,0,01,10,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,11,6,2206,Completed: Successful,,,
1222853,1866087,49,47,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,30,01,14,Y,Y,M,0,0,N,0,1,4,17,36,720,N,02,11,6,2452,Further Withdrawal,0.755566,0,0.244433
1222858,2152272,39,37,PA1A,2021-08-10 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,0,99,31,Y,N,F,0,0,N,10,1,3,08,39,120,Y,03,01,1,2503,Completed: Successful,,,
1222863,2152274,26,24,PA1A,2021-08-10 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,0,99,10,Y,N,F,0,0,N,10,1,3,08,39,120,Y,03,01,1,2503,Completed: Successful,,,
1222871,1864195,21,19,FI1A,2021-08-30 00:00:00,2022-06-11 00:00:00,2021-09-03 00:00:00,1,01,10,N,N,M,0,0,Y,0,1,3,08,52,40,Y,07,01,1,3644,Completed: Successful,0.666666,0,0.333333
1222872,1860627,22,20,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,30,01,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,1,1344,Further Withdrawal,1,0,0
1222878,2045861,31,28,PG1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,0,01,10,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,01,1,5925,Completed: Successful,,,
1222884,2046509,44,41,PG1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,0,01,10,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,01,1,2206,Completed: Successful,,,
1222890,2039523,27,25,PG1A,2021-08-01 00:00:00,2022-07-31 00:00:00,2021-09-03 00:00:00,0,01,10,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,03,1,2206,Completed: Successful,,,
1222891,1633159,19,17,BD1A,2021-08-30 00:00:00,2022-06-15 00:00:00,2021-09-03 00:00:00,14,01,31,Y,N,F,0,0,N,0,3,4,07,34,280,Y,05,01,1,2690,Completed: Successful,1,0,0
1222893,1916506,20,17,SD1A,2021-08-30 00:00:00,2022-06-11 00:00:00,2021-09-03 00:00:00,12,01,10,Y,N,M,0,0,N,0,4,4,07,34,280,Y,06,01,1,6266,Completed: Successful,0.666666,0.333333,0.333333
1222894,2024327,21,19,HF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,7,01,10,Y,Y,M,0,0,N,19,1,3,17,40,760,N,05,01,1,246,Completed: Successful,1,0,0
1222896,1517458,19,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,4,17,36,760,N,05,01,1,5987,Completed: Successful,0.920212,0,0.079787
1222897,2151747,36,34,LO1A,2021-08-30 00:00:00,2022-01-27 00:00:00,2021-09-03 00:00:00,12,05,10,Y,N,F,0,0,N,0,1,4,16,18,196,Y,03,03,1,2438,Completed: Successful,0.444433,0,0.555566
1222899,1627342,39,37,SD1A,2021-09-02 00:00:00,2022-06-11 00:00:00,2021-09-03 00:00:00,3,01,10,N,N,M,0,0,Y,0,2,1,07,34,240,Y,07,11,1,519,Completed: Partial Success,1,0,0
1222901,2152316,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,4912,Completed: Successful,1,0,0
1222904,1646722,18,16,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,31,Y,Y,M,0,0,N,0,1,4,17,36,760,N,05,01,6,2213,Completed: Successful,0.645837,0.250837,0.354162
1222906,2142299,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,6183,Completed: Successful,0.98,0,0.02
1222909,2021994,29,26,BW1A,2021-08-04 00:00:00,2022-07-27 00:00:00,2021-09-03 00:00:00,57,01,10,Y,N,F,0,0,N,0,2,3,11,40,160,Y,07,01,1,3453,Completed: Successful,,,
1222911,2023687,21,19,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,2026,Completed: Successful,1,0,0
1222912,1902792,26,24,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,4,17,36,760,N,05,01,1,6962,Completed: Successful,1,0,0
1222913,1863314,23,21,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,6469,Completed: Successful,0.98,0,0.02
1222914,2152356,19,17,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,4,17,36,760,N,05,01,1,2978,Completed: Successful,0.98,0,0.02
1222915,1523985,18,16,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,03,"",1521,Further Withdrawal,0.88572,0.11428,0.11428
1222916,1914600,19,16,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,01,6,5170,Completed: Successful,0.88572,0.11428,0.11428
1222917,1738070,21,18,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,31,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,01,1,2722,Completed: Successful,0.75,0.25,0.25
1222918,0815445,24,22,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,09,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,01,1,1790,Completed: Partial Success,0.85144,0.14856,0.14856
1222919,1991154,22,19,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,1,N,0,1,3,17,36,720,N,06,01,4,246,Completed: Successful,0.8871,0.064525,0.1129
1222920,1861322,21,19,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,01,6,1913,Completed: Partial Success,0.94482,0.05518,0.05518
1222921,0710933,26,24,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,11,1,1831,Completed: Successful,1,0,0
1222923,1640494,19,16,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,5605,Completed: Successful,0.977937,0,0.022062
1222924,1988935,22,19,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,1,2643,Completed: Successful,1,0,0
1222925,1860793,20,18,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,4,17,36,720,N,06,11,1,1947,Early Withdrawal,0.645166,0.111111,0.354833
1222926,2152371,29,27,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,99,10,Y,Y,F,0,0,N,0,1,3,17,36,760,N,05,11,6,3649,Completed: Successful,0.916912,0.050475,0.083087
1222927,0610296,34,31,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,01,10,Y,Y,F,0,0,N,0,1,3,17,36,720,N,06,01,1,2426,Early Withdrawal,0.7016,0.048375,0.2984
1222929,1613817,23,20,BF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,02,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,11,1,1964,Completed: Successful,1,0,0
1222931,1736113,21,19,BF1B,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-08-30 00:00:00,22,02,10,Y,Y,F,0,1,N,0,1,4,17,36,720,N,06,01,1,907,Completed: Successful,0.88572,0.11428,0.11428
1222935,1876634,68,65,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,30,99,10,Y,Y,M,0,1,N,0,1,1,17,36,720,N,06,01,1,3316,Completed: Partial Success,1,0,0
1222936,1504395,26,24,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,15,90,10,Y,Y,I,0,0,N,18,1,4,17,40,720,N,05,01,3,632,Completed: Partial Success,0.956525,0,0.043475
1222937,1522806,19,17,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,31,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,11,6,5388,Completed: Successful,0.875,0.0625,0.125
1222938,2152396,18,16,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,10,Y,N,M,0,0,N,4,1,4,08,40,160,Y,05,11,6,4368,Further Withdrawal,0.875,0.125,0.125
1222939,1890830,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,01,10,Y,Y,M,0,0,N,0,1,4,17,36,760,N,05,01,1,2622,Completed: Successful,0.97,0,0.03
1222940,2152397,18,15,DP1A,2021-08-30 00:00:00,2022-06-17 00:00:00,2021-09-03 00:00:00,24,01,10,Y,N,F,0,0,N,4,1,4,08,40,160,Y,06,11,1,2389,Completed: Partial Success,0.625,0,0.375
1222941,1754775,20,18,HF1A,2021-08-30 00:00:00,2022-06-24 00:00:00,2021-09-03 00:00:00,5,02,10,Y,Y,M,0,0,N,0,1,3,17,36,760,N,05,01,1,5186,Completed: Successful,0.856362,0.123637,0.143637
